1.626782300472259521e+02,1.367705903145988202e+02
1.627101318836212158e+02,1.370281607163897775e+02
1.627423529624938965e+02,1.366112878520089566e+02
1.627758860588073730e+02,1.365345823023447736e+02
1.628070688247680664e+02,1.361085189112760645e+02
1.628492949008941650e+02,1.364161659007894514e+02
1.628808739185333252e+02,1.361094615293979189e+02
1.629123809337615967e+02,1.365511959467420695e+02
1.629440670013427734e+02,1.360044774360787017e+02
1.629876439571380615e+02,1.355292800754094458e+02
1.630203409194946289e+02,1.363955461293743383e+02
1.630537219047546387e+02,1.361921762695887708e+02
1.630869569778442383e+02,1.365118416401555237e+02
1.631202497482299805e+02,1.363729232944503167e+02
1.631536018848419189e+02,1.362624013196653721e+02
1.631865830421447754e+02,1.363782255213856445e+02
1.632186179161071777e+02,1.365883115352892503e+02
1.632618827819824219e+02,1.368072345940850880e+02
1.632954049110412598e+02,1.367638741604807535e+02
1.633278949260711670e+02,1.360579710144927503e+02
1.633605129718780518e+02,1.360961470484270137e+02
1.633924710750579834e+02,1.368819370802403625e+02
1.634361207485198975e+02,1.376335572051372935e+02
1.634689767360687256e+02,1.374883940143749328e+02
1.635021288394927979e+02,1.372991634264168681e+02
1.635350017547607422e+02,1.371406857546836306e+02
1.635672349929809570e+02,1.369618239660657366e+02
1.636005797386169434e+02,1.372487333568987822e+02
1.636331708431243896e+02,1.372632261105219698e+02
1.636747398376464844e+02,1.377015435371745014e+02
1.637073228359222412e+02,1.374543419347236863e+02
1.637406098842620850e+02,1.373955461293743383e+02
1.637733020782470703e+02,1.370168492989277809e+02
1.638055329322814941e+02,1.369837398373983604e+02
1.638486809730529785e+02,1.370249793802285865e+02
1.638812289237976074e+02,1.373058795805349348e+02
1.639144740104675293e+02,1.369529869211735615e+02
1.639479260444641113e+02,1.364307764816778672e+02
1.639810428619384766e+02,1.369230587958053604e+02
1.640127308368682861e+02,1.368761635442441502e+02
1.640559070110321045e+02,1.373329798515376581e+02
1.640894968509674072e+02,1.374234711912336309e+02
1.641221249103546143e+02,1.373215506068104332e+02
1.641543281078338623e+02,1.371377400730528962e+02
1.641869580745697021e+02,1.372969247083775315e+02
1.642202868461608887e+02,1.367612819606456753e+02
1.642536780834197998e+02,1.370446565335218736e+02
1.642869827747344971e+02,1.369275362318840337e+02
1.643304917812347412e+02,1.360957935666313290e+02
1.643626470565795898e+02,1.362125603864734273e+02
1.643959197998046875e+02,1.368133616118769851e+02
1.644292900562286377e+02,1.363162483798751055e+02
1.644616630077362061e+02,1.365418875927889530e+02
1.644957120418548584e+02,1.362351832213974205e+02
1.645292439460754395e+02,1.360074231177094362e+02
1.645726437568664551e+02,1.363805820666902093e+02
1.646056098937988281e+02,1.360761164133380419e+02
1.646369850635528564e+02,1.361437492635795934e+02
1.646703338623046875e+02,1.361597737716507481e+02
1.647036459445953369e+02,1.363632614587015439e+02
1.647358860969543457e+02,1.369281253682102033e+02
1.647697229385375977e+02,1.364370213267349925e+02
1.648022677898406982e+02,1.362612230470130896e+02
1.648467729091644287e+02,1.365483680923765917e+02
1.648793008327484131e+02,1.360956757393661007e+02
1.649127418994903564e+02,1.358895958524802552e+02
1.649459667205810547e+02,1.362936255449511123e+02
1.649792990684509277e+02,1.361924119241192273e+02
1.650126409530639648e+02,1.362363614940497030e+02
1.650459237098693848e+02,1.359185813597266588e+02
1.650796108245849609e+02,1.365053611405679419e+02
1.651233799457550049e+02,1.369139860963827005e+02
